date,value
2022-05-01,0.1732131358660656
2022-05-02,0.119921810659857
2022-05-03,0.2155844155844155
2022-05-04,0.1037753054896954
2022-05-05,0.2043564977225264
2022-05-06,0.1698165339442093
2022-05-07,0.1802414928649835
2022-05-08,0.1753178298078154
2022-05-09,-0.0096574593830427
2022-05-10,0.1896412193148098
2022-05-11,0.129702615549982
2022-05-12,0.1889686338083207
2022-05-13,0.1616398249029623
2022-05-14,0.1022491889926704
2022-05-15,0.0859027386789024
2022-05-16,0.0486820073746922
2022-05-17,0.1619704811194172
2022-05-18,0.1529609640556535
2022-05-19,0.210682356407278
2022-05-20,0.1566220562393097
2022-05-21,0.1707482946736477
2022-05-22,0.1090847686592367
2022-05-23,0.1990990359026266
2022-05-24,0.1858045336306205
2022-05-25,0.1404712701157389
2022-05-26,0.2110274001349975
2022-05-27,0.1476422388435179
2022-05-28,0.1843393148450244
2022-05-29,0.1499171022931401
2022-05-30,0.1775820987917248
2022-05-31,0.1808550889141127
2022-06-01,0.1194034266672699
2022-06-02,0.0253546295215824
2022-06-03,0.1274330182417341
2022-06-04,0.1824208200343727
2022-06-05,0.1543192638846733
2022-06-06,0.1802960446493569
2022-06-07,0.1652542372881356
2022-06-08,0.1401225573932015
2022-06-09,0.1600377002827521
2022-06-10,0.1497061818332569
2022-06-11,0.1949559492579648
2022-06-12,0.0420290292450632
2022-06-13,0.1393133574677462
2022-06-14,0.0316185696361355
2022-06-15,0.142604466062348
2022-06-16,0.1643668952508094
2022-06-17,0.1350837965261166
2022-06-18,0.1663807890222984
2022-06-19,0.1172893009238935
2022-06-20,0.1709613478691774
2022-06-21,0.1509374408617865
2022-06-22,0.1747930082796688
2022-06-23,0.1489678259252371
2022-06-24,0.1439861141267521
2022-06-25,0.0333017975402081
2022-06-26,0.1293176716738359
2022-06-27,0.1792105870988282
2022-06-28,0.1466993591761464
2022-06-29,0.172446783066252
2022-06-30,0.1572220390113098
2022-07-01,0.1665020984289564
2022-07-02,0.1677347938236909
2022-07-03,0.1355039035486469
2022-07-04,0.1809413580246913
2022-07-05,0.1221439615186394
2022-07-06,0.1786994367639529
2022-07-07,0.1369492603785589
2022-07-08,0.1788413098236775
2022-07-09,0.1552587646076794
2022-07-10,0.1353926459734666
2022-07-11,0.1468232781633742
2022-07-12,0.1228353283213341
2022-07-13,0.1976896823313205
2022-07-14,0.1355766953522493
2022-07-15,0.0799655403882522
2022-07-16,0.1414075286415712
2022-07-17,0.1671091549434615
2022-07-18,0.1605914718019257
2022-07-19,0.1416099214642553
2022-07-20,0.1698948533480907
2022-07-21,0.1441595565852812
2022-07-22,0.1739130434782608
2022-07-23,0.1467432241877757
2022-07-24,0.169282366124712
2022-07-25,0.165449712978542
2022-07-26,0.1274496307700722
2022-07-27,0.1586676217765043
2022-07-28,0.1397163552354794
2022-07-29,0.1765872487331603
2022-07-30,0.1382555616816062
2022-07-31,0.1867308254740081
2022-08-01,0.1257464596485241
2022-08-02,0.1383937512517524
2022-08-03,0.086354647330257
2022-08-04,0.0659633612459416
2022-08-05,0.1685754470564597
2022-08-06,0.1116779012570595
2022-08-07,0.1733531451213472
2022-08-08,0.1441179185948129
2022-08-09,0.1771192281185389
2022-08-10,0.1652024117140396
2022-08-11,0.1344005475167721
2022-08-12,0.154278011403978
2022-08-13,0.1437669084713747
2022-08-14,0.1884368308351177
2022-08-15,0.1198289825411995
2022-08-16,0.1687673467742475
2022-08-17,0.1495219229338896
2022-08-18,0.1572002560622424
2022-08-19,0.1571642291452793
2022-08-20,0.1327287988884081
2022-08-21,0.1989323176422307
2022-08-22,0.1308565490031851
2022-08-23,0.1315667131566713
2022-08-24,0.1422525458746591
2022-08-25,0.1635119363866519
2022-08-26,0.1556745977651515
2022-08-27,0.1529796850264283
2022-08-28,0.1600980402501682
2022-08-29,0.0585835979462472
2022-08-30,0.1055600322320709
2022-08-31,0.1382294386272047
2022-09-01,0.0359464627151051
2022-09-02,0.0655674846625766
2022-09-03,0.1027568922305764
2022-09-04,0.1175014282993715
2022-09-05,0.1531646860646476
2022-09-06,0.185706139517202
2022-09-07,0.1313829280371756
2022-09-08,0.250749850029994
2022-09-09,0.1465230685341745
2022-09-10,0.1651233580878577
2022-09-11,0.174796042353758
2022-09-12,0.1279045425999581
2022-09-13,0.1497822850467112
2022-09-14,0.1246867434599039
2022-09-15,0.1695352941701286
2022-09-16,0.1313455065916995
2022-09-17,0.1681896159067714
2022-09-18,0.1485073199386512
2022-09-19,0.005069391273795
2022-09-20,0.1295644383972434
2022-09-21,0.1258226867982965
2022-09-22,0.1631259486403321
2022-09-23,0.1370292261252127
2022-09-24,0.1779663463568887
2022-09-25,0.1458687523043105
2022-09-26,0.1698027658127408
2022-09-27,0.1499376002852558
2022-09-28,0.141089153519153
2022-09-29,0.1620490388114543
2022-09-30,0.1420326820331877
2022-10-01,0.2029355456285896
2022-10-02,0.1373201123646618
2022-10-03,0.1814725605437611
2022-10-04,0.1395728444130651
2022-10-05,0.0713692657684713
2022-10-06,0.1757270870409411
2022-10-07,0.1398945640962628
2022-10-08,0.0778426070869503
2022-10-09,0.1382635722327715
2022-10-10,0.1883116883116883
2022-10-23,
2022-10-24,0.2212492702860478
2022-10-25,0.1649594703477579
2022-10-26,-0.0081818096302988
2022-10-27,0.1949431003327681
2022-10-28,0.1671957397995916
2022-10-29,0.1592519935673751
2022-10-30,0.1561018792393723
2022-10-31,0.2181245194720112
2022-11-01,0.1716230741669652
2022-11-02,0.1638418079096045
2022-11-03,0.1982156710628394
2022-11-04,0.1671834167855792
2022-11-05,0.233508102253604
2022-11-06,0.1613725739778326
2022-11-07,0.1633663366336633
2022-11-08,0.0941876079033186
2022-11-09,-0.012970103660674
2022-11-10,0.2006967810573898
2022-11-11,0.1842159994588175
2022-11-12,0.2922987164527421
