date,meteostat_value,evapotranspiration_value,runoff_value,radio-temp-min_value,sat_value,soil-moist_value,soil-temp_value
2024-01-02,1.2,8.45213854e-09,1.85794124e-05,301.344788,291.506134,0.367998749,293.552521
2024-01-03,2.3,7.56736984e-09,2.10732414e-05,300.571198,291.621979,0.368550301,293.069427
2024-01-04,0.5,7.46000683e-09,5.03471783e-05,299.803406,291.507141,0.371041805,292.945251
2024-01-05,6.8,5.60709834e-09,0.000111469592,298.323273,291.957153,0.371465653,292.85434
2024-01-07,0.0,9.57606705e-09,0.0,302.137634,293.507965,0.368788362,293.66394
2024-01-09,1.2,7.51032569e-09,4.25657236e-05,300.435181,289.975433,0.371836185,293.021667
2024-01-10,28.1,7.14687021e-09,0.00025820508,297.878601,288.691315,0.382110387,292.470367
2024-01-11,30.3,5.92487304e-09,0.000247613556,297.714203,289.413605,0.389271379,291.294495
2024-01-12,52.6,4.54024418e-09,0.000511362276,293.117706,289.005402,0.398059636,290.541168
2024-01-13,61.2,3.72168496e-09,0.000445149519,290.742981,288.787811,0.399074465,290.005096
2024-01-14,7.4,6.75800083e-09,0.000209315389,297.915375,289.486664,0.391446561,291.221466
2024-01-15,0.7,7.33106909e-09,4.49881045e-05,296.634552,289.968933,0.385577202,291.125519
2024-01-16,0.5,6.94278279e-09,1.35490091e-05,297.368958,290.378571,0.381705374,290.90976
2024-01-21,0.7,9.31874489e-09,0.0,301.230774,293.138306,0.371916413,293.272034
2024-01-23,46.8,5.17994359e-09,0.000289574469,294.934082,288.974854,0.384468704,291.694061
2024-01-24,7.7,6.46811182e-09,0.000172203931,298.03653,288.945374,0.384914547,291.431366
2024-01-25,2.5,6.47763798e-09,0.000133868467,298.065948,287.327545,0.391950697,291.506439
2024-01-26,28.4,3.818589e-09,0.000504844415,290.241211,286.964081,0.39460054,288.858429
2024-01-27,4.0,6.96863589e-09,0.000114815688,295.309448,286.718506,0.389020115,288.830017
2024-01-28,1.3,6.05810913e-09,7.99536429e-05,294.807739,286.749847,0.386674404,288.894501
2024-01-29,12.3,7.08711712e-09,9.23613043e-05,297.736938,285.771393,0.391059607,289.809235
2024-01-30,14.1,4.97769337e-09,0.000381148508,292.718842,285.854218,0.392603368,288.695282
2024-01-31,0.7,6.02029315e-09,0.00011839989,296.44043,285.480621,0.391020387,289.073883
2024-02-01,1.1,5.20539523e-09,0.000226333723,293.328827,286.654572,0.389579326,287.845612
2024-02-02,1.8,5.94299543e-09,5.4957356e-05,296.610382,287.762268,0.387978554,288.714905
2024-02-03,7.0,5.2776552e-09,0.000152381181,295.655914,288.343964,0.390636683,289.046387
2024-02-04,1.2,6.41538733e-09,0.000219813359,297.118408,288.510406,0.389386058,290.180756
2024-02-05,12.7,4.03463218e-09,0.000124164915,290.489777,289.729309,0.386631578,288.553711
2024-02-06,0.1,7.18609483e-09,2.33921128e-06,300.716095,290.008759,0.382497221,291.160065
2024-02-07,0.0,6.59277744e-09,2.50883062e-07,301.15509,290.694214,0.379648834,291.723389
2024-02-09,0.9,7.69103892e-09,2.39846322e-05,302.365509,289.516388,0.376822442,292.543365
2024-02-14,2.1,6.99799729e-09,0.000114739327,298.440979,289.341797,0.376169115,292.305023
2024-02-15,7.0,8.24860535e-09,5.83117107e-05,299.840942,288.189636,0.379493147,291.809235
2024-02-16,9.8,5.60183233e-09,0.000240716094,295.424896,288.134705,0.385296255,289.911102
2024-02-17,1.6,4.97997865e-09,0.000132869638,295.690338,288.549957,0.384808928,290.279816
2024-02-18,9.0,7.19179072e-09,9.40526952e-05,300.701233,287.859192,0.385608643,291.37735
2024-02-19,4.6,9.37358191e-09,0.000124898841,303.073975,288.798248,0.382861048,292.659332
2024-02-20,0.0,9.53499946e-09,1.88064241e-05,303.107635,289.207275,0.380136281,292.901276
2024-02-23,0.0,7.5469524e-09,0.0,299.746887,290.396362,0.374954849,292.771851
2024-02-24,0.0,8.94909391e-09,1.81955147e-05,301.310089,289.979156,0.373958617,293.612305
2024-02-26,0.2,1.16032899e-08,7.73834046e-08,305.428436,291.030121,0.372161001,294.436707
2024-03-02,0.7,1.33602747e-08,4.49707295e-05,308.744781,289.451508,0.374756843,295.628723
2024-03-03,31.7,1.04969784e-08,0.000126411629,304.879608,289.448456,0.374759048,294.757782
2024-03-04,5.4,1.05440598e-08,1.10811079e-05,304.656799,290.136475,0.373402089,294.451508
2024-03-06,6.7,9.80779902e-09,9.8715449e-05,303.540222,289.91629,0.376030177,294.244629
2024-03-07,1.6,1.05458264e-08,4.39378018e-05,303.90097,289.532776,0.375049472,294.347504
2024-03-08,2.2,1.10920553e-08,2.13784024e-05,304.80127,289.230591,0.374695897,294.354156
2024-03-09,4.8,1.11828662e-08,2.08876354e-05,304.792786,289.365814,0.373469472,294.198242
2024-03-10,0.0,1.22887167e-08,2.73405226e-06,305.769104,289.668365,0.372347951,294.675873
2024-03-12,0.0,1.43235992e-08,0.0,307.43457,293.151398,0.370557398,295.646271
2024-03-15,5.0,1.14438246e-08,4.82892247e-05,305.09491,290.152374,0.370883077,295.321136
2024-03-16,0.0,1.30412987e-08,3.75808577e-06,306.627075,291.362396,0.370106727,295.838898
2024-03-17,0.3,1.01973612e-08,2.33949982e-06,303.859985,290.693298,0.370834619,295.019012
2024-03-18,3.2,7.63683605e-09,0.00014042556,300.324188,288.997375,0.379194111,294.273834
2024-03-19,9.7,8.32762037e-09,0.000252644793,301.718445,289.497864,0.385888189,293.474976
2024-03-20,24.3,8.80339623e-09,0.000207353281,303.318634,290.460419,0.383762091,293.913239
2024-03-21,9.6,9.35394251e-09,4.9943581e-05,301.459961,289.128326,0.383830518,294.102997
2024-03-22,4.0,1.10124141e-08,0.000114184098,303.60025,289.118195,0.381850958,294.369385
2024-03-23,0.2,1.32369244e-08,1.1821784e-05,306.19516,289.52948,0.379011065,295.363495
2024-03-24,0.1,1.24971349e-08,3.8131675e-05,305.777832,289.802826,0.37850675,295.288361
2024-03-25,0.3,1.18097168e-08,2.67850191e-05,305.219513,291.109161,0.376595289,295.112946
2024-03-28,0.0,1.82907574e-08,0.0,312.461426,295.082184,0.372280985,299.067139
2024-04-01,0.0,2.2199897e-08,0.0,315.07959,296.510284,0.369290352,302.024872
2024-04-02,0.0,2.18703224e-08,0.0,314.851318,296.184784,0.368778735,302.088104
2024-04-07,0.0,1.37836578e-08,3.4032244e-05,307.931,292.181396,0.369583517,298.452789
2024-04-08,11.9,1.75002324e-08,7.18190058e-05,312.042572,291.783203,0.371988654,299.780945
2024-04-09,11.1,1.48552859e-08,8.69960713e-05,310.007019,291.761353,0.373400331,298.699036
2024-04-10,2.4,1.42032581e-08,3.59536753e-05,308.004913,292.463013,0.372725695,298.239197
2024-04-11,2.0,1.46906087e-08,9.4789624e-07,310.215546,292.664398,0.371483713,299.370636
2024-04-13,0.0,1.85580848e-08,0.0,314.413666,293.3302,0.369925112,301.51001
2024-04-14,0.9,1.67989906e-08,9.43139639e-06,312.127563,294.291046,0.369294524,301.113983
2024-04-15,0.0,1.92514822e-08,9.23546168e-07,313.924561,295.841949,0.368646026,301.733795
2024-04-21,0.8,2.08028528e-08,6.80817948e-06,314.590302,293.60376,0.366461307,302.086823
2024-04-22,0.0,2.08031299e-08,0.0,314.794617,296.413879,0.366156429,301.829559
2024-04-26,0.0,1.45800136e-08,5.47103518e-08,309.487213,295.395233,0.365205854,302.379791
2024-04-27,0.1,1.32561047e-08,3.74709197e-09,308.903595,294.992767,0.365058988,300.875153
2024-04-28,0.1,1.27425759e-08,1.45131025e-06,307.672089,295.434296,0.365699619,300.998169
2024-05-01,0.4,1.74124928e-08,3.09742904e-06,313.997528,294.78775,0.366753429,302.256653
2024-05-02,0.5,1.68369461e-08,2.1664498e-06,313.298737,294.512787,0.366471499,302.156372
2024-05-03,0.0,1.37825031e-08,4.968947e-06,310.384735,294.285248,0.366197914,300.40741
2024-05-05,31.5,1.40930423e-08,0.000115654017,308.780579,292.083069,0.371732801,298.876434
2024-05-06,2.7,1.74193797e-08,7.13198315e-05,311.138519,293.397858,0.371515423,299.891693
2024-05-07,0.3,2.06031121e-08,4.67671134e-06,313.561066,294.222015,0.370248199,301.198212
2024-05-09,0.0,2.58337973e-08,0.0,317.18338,300.608368,0.368350834,303.990784
2024-05-11,0.0,2.11427462e-08,7.04590491e-07,315.683167,293.515656,0.367982537,304.044891
2024-05-12,4.0,1.79087696e-08,8.91004674e-05,312.869934,293.364471,0.371641189,301.966949
2024-05-13,49.9,1.46263304e-08,5.62854293e-05,306.713806,293.99649,0.37083891,299.951782
2024-05-14,0.0,1.93772021e-08,2.07036783e-06,312.889587,294.188751,0.369681239,301.701172
2024-05-23,0.0,2.42531542e-08,0.0,317.837585,296.298035,0.364913076,306.471527
2024-05-24,0.6,1.91135303e-08,2.07715111e-05,313.578156,296.148285,0.365392089,303.839325
2024-05-25,1.9,1.98866132e-08,1.54277348e-06,313.955811,296.102203,0.365035921,303.706207
2024-05-30,0.0,2.34126674e-08,3.38332114e-07,316.724762,296.12735,0.363794208,305.197479
2024-06-06,0.0,3.36251951e-08,0.0,323.744324,302.376129,0.362695068,310.108948
2024-06-13,0.0,3.75943401e-08,0.0,325.491638,303.699585,0.361997873,311.594574
2024-06-14,0.0,3.9172054e-08,0.0,326.851044,303.455719,0.361910582,312.856049
2024-06-18,0.0,3.13930038e-08,0.0,322.978027,300.376129,0.361614436,309.695984
2024-06-20,0.0,3.24278524e-08,0.0,324.073547,300.333466,0.361477852,310.976837
2024-06-22,0.1,2.860825e-08,3.41199957e-09,320.908997,300.515961,0.361360461,309.534088
2024-06-23,5.4,2.59446082e-08,3.11247248e-07,319.782867,300.555023,0.361307591,308.952484
2024-07-03,0.0,2.86273281e-08,0.0,320.925323,301.829254,0.360755891,309.543915
2024-07-04,0.0,3.329259e-08,0.0,322.897583,300.806946,0.360699445,310.554718
2024-07-08,0.0,2.76464096e-08,0.0,321.097351,301.98175,0.360503227,310.021515
2024-07-10,0.0,3.33100481e-08,0.0,324.860779,303.375092,0.360398024,312.002716
2024-07-13,0.0,3.311958e-08,2.66998512e-08,323.899689,301.732574,0.36029467,312.095673
2024-07-14,1.6,2.84795831e-08,2.33605806e-06,321.081726,302.113495,0.360290974,310.6474
2024-07-19,0.0,2.95811429e-08,0.0,322.319946,302.652191,0.360026479,311.234436
2024-07-23,0.0,3.0636965e-08,0.0,322.488953,302.372223,0.359840184,311.046844
2024-07-26,0.1,2.81577641e-08,3.46885507e-08,321.148041,302.31073,0.359713465,310.425049
2024-07-27,0.0,3.21791696e-08,5.69044651e-08,324.0802,303.283356,0.359667897,311.631775
2024-07-30,0.0,2.95048022e-08,0.0,322.103394,302.204712,0.359533429,311.274933
2024-08-04,0.0,3.00899714e-08,0.0,322.074066,301.873627,0.359333128,310.465393
2024-08-08,0.0,2.97394536e-08,0.0,322.831451,301.459839,0.359176487,310.838837
2024-08-12,0.0,2.89421589e-08,0.0,322.224976,301.969452,0.359031916,310.804535
2024-08-14,0.0,3.04682466e-08,0.0,323.210724,301.900787,0.358960152,311.173767
2024-08-15,0.0,2.78769772e-08,0.0,321.459106,301.953583,0.358927637,310.478851
2024-08-17,0.0,2.70728986e-08,0.0,320.916992,302.267029,0.358861178,310.137573
2024-08-18,0.0,3.05401038e-08,0.0,323.424225,301.91037,0.358825654,311.178955
2024-08-19,0.0,3.12307797e-08,0.0,323.589935,301.069824,0.358790785,311.376862
2024-08-23,0.0,3.20681579e-08,3.45590024e-07,323.030701,301.736969,0.358679265,311.167999
2024-08-29,0.0,2.80271095e-08,4.69768537e-07,321.148315,301.576233,0.358492166,309.829865
2024-09-05,0.0,2.68952558e-08,3.00291774e-08,320.453857,301.010559,0.358336002,309.089874
2024-09-06,0.0,2.65502873e-08,2.86056775e-07,319.779755,301.426239,0.358302504,309.395782
2024-09-08,0.0,2.75951351e-08,0.0,320.768494,301.965149,0.358225375,309.685944
2024-09-09,0.0,3.01008605e-08,0.0,322.437256,300.995514,0.358186841,310.241608
2024-09-11,0.0,3.02017469e-08,0.0,321.552277,303.278473,0.358111709,309.460938
2024-09-15,0.5,2.38152182e-08,2.78075095e-06,318.275696,300.702759,0.358185172,307.949127
2024-09-16,1.5,2.55911417e-08,7.49427682e-06,316.737274,300.345551,0.35858193,307.458984
2024-09-17,0.8,2.08470059e-08,1.01081978e-05,311.652893,299.605225,0.358751506,305.509521
2024-09-18,0.0,2.4991472e-08,1.90554931e-06,318.191101,299.942139,0.358653873,306.977875
2024-09-19,0.0,2.25178756e-08,6.21187553e-07,316.846527,300.346252,0.358584076,306.641052
2024-09-20,0.4,2.28203518e-08,4.96193763e-07,317.792084,300.071228,0.358495235,307.329254
2024-09-21,0.5,2.21045671e-08,8.6772161e-07,316.389343,299.59967,0.358992666,306.482086
2024-09-22,3.6,1.99273131e-08,3.56197415e-05,313.808716,299.768219,0.359929532,305.296295
2024-09-23,1.2,2.24142482e-08,4.72533748e-06,315.257751,299.891205,0.35968709,305.468628
2024-09-24,0.0,2.31320048e-08,0.0,317.744507,300.145905,0.359462172,306.199646
2024-10-01,4.3,1.70766139e-08,3.25250403e-05,312.011688,298.350494,0.359684616,303.911041
2024-10-02,0.9,2.07500488e-08,5.12933696e-07,313.658386,298.501007,0.359448582,304.217163
2024-10-11,0.0,1.79675546e-08,1.34420803e-08,314.467773,298.419281,0.358262986,304.522247
2024-10-13,0.0,1.97631724e-08,0.0,316.155396,298.558929,0.358080417,305.212616
2024-10-16,0.7,1.75198487e-08,4.9027409e-07,313.757172,298.054657,0.358036906,304.591248
2024-10-17,0.5,1.81335817e-08,2.84324578e-05,313.648438,297.309052,0.358962536,304.097931
2024-10-18,1.1,1.86229823e-08,7.13010406e-09,311.205841,296.411835,0.358773977,302.438416
2024-10-19,0.0,1.78458812e-08,0.0,310.124329,296.271088,0.358608633,300.890228
2024-10-27,0.0,2.02219663e-08,0.0,311.657776,297.079437,0.357736975,300.109375
2024-11-02,2.8,1.62673128e-08,4.74255285e-06,309.912323,295.414215,0.358864337,300.526001
2024-11-03,9.0,1.33520821e-08,5.92802498e-05,307.84024,294.928528,0.360788435,299.654022
2024-11-04,1.3,1.27133779e-08,2.88808296e-05,307.047485,295.143555,0.360549599,298.878754
2024-11-06,0.0,1.33124098e-08,0.0,307.828827,296.750641,0.359803796,298.928497
2024-11-10,33.0,1.35633469e-08,1.01250789e-05,308.492035,295.028015,0.359332174,299.070312
2024-11-11,0.7,1.11647198e-08,8.8378647e-06,305.316467,294.684937,0.359526008,298.039398
2024-11-12,0.0,1.10980851e-08,6.76544505e-06,306.919373,294.384247,0.359361261,298.387665
2024-11-15,0.0,1.13283463e-08,0.0,306.599091,294.559967,0.358835131,297.390167
2024-11-16,0.0,1.21215153e-08,5.14623889e-06,306.734131,294.523041,0.358783513,297.555573
2024-11-17,0.5,1.15411085e-08,1.70500771e-05,304.964691,292.335236,0.365666479,296.993134
2024-11-18,7.4,8.96596486e-09,0.000226442004,302.312714,292.85907,0.368549675,295.834839
2024-11-19,5.3,9.67508296e-09,6.31316216e-05,302.832581,293.325745,0.368362784,295.860962
2024-11-20,0.3,1.02454223e-08,1.6436441e-05,303.305176,293.835114,0.367135197,295.67453
2024-11-22,0.0,1.21121699e-08,0.0,305.367096,295.91925,0.364762545,296.247192
2024-11-23,0.0,1.28003164e-08,0.0,306.394867,291.01181,0.364935666,296.850342
2024-11-24,11.2,7.40548423e-09,3.59044898e-05,294.636139,286.575348,0.365908265,292.760986
2024-11-25,6.1,7.72081599e-09,0.00015026523,296.371735,286.045471,0.371884227,291.221893
2024-11-26,5.5,8.85296725e-09,8.45160394e-05,297.871063,288.932098,0.370385319,290.629486
2024-11-27,0.2,7.32290095e-09,8.90910815e-06,297.078491,290.706329,0.368738502,291.159973
2024-11-29,0.0,8.18349921e-09,6.36080358e-07,300.417419,289.999725,0.366051912,293.197693
2024-12-04,5.2,9.310825e-09,4.46396734e-06,300.207947,292.299896,0.36252591,292.7341
2024-12-08,0.6,8.74890294e-09,4.70677696e-06,302.513977,292.525208,0.360999942,293.7659
2024-12-09,0.0,8.36952374e-09,6.10359692e-08,302.269012,293.088409,0.360660583,293.898651
2024-12-11,0.0,7.58001661e-09,0.0,299.453552,292.284454,0.360178024,293.260223
2024-12-14,0.0,8.39683434e-09,0.0,299.013947,290.128021,0.359920979,291.57547
2024-12-17,0.2,8.2531697e-09,1.69560872e-06,300.378296,290.416626,0.359342664,291.880463
2024-12-20,0.3,8.26497537e-09,1.98360704e-05,299.334656,291.372223,0.359919518,291.223114
2024-12-21,2.0,6.74423362e-09,3.19765422e-05,297.815186,291.008881,0.365025848,291.98291
2024-12-22,11.3,4.89167773e-09,0.000150666878,297.483948,291.271973,0.367296308,291.678589
2024-12-23,11.0,6.19658858e-09,9.81929697e-05,298.792053,291.092255,0.368321627,291.760406
2024-12-24,0.0,5.8223848e-09,1.54816314e-06,297.917694,292.095459,0.366868138,291.092896
2024-12-25,0.4,8.72656258e-09,2.04462253e-06,301.285217,290.63266,0.366871804,292.08905
2024-12-26,1.6,8.11566814e-09,3.86628744e-05,298.756775,287.68927,0.371790498,291.580231
2024-12-27,9.2,5.07443554e-09,0.000317627069,291.607452,288.423187,0.380925685,289.483002
2024-12-28,1.4,4.51294602e-09,0.000344189117,294.368286,287.667633,0.402512401,289.953003
2024-12-29,1.7,3.53624174e-09,0.00109328353,290.458588,287.979523,0.403029174,289.108246
2024-12-30,1.6,5.75022518e-09,0.000145671205,295.24939,288.192902,0.392114371,289.66098
2024-12-31,2.3,6.98600244e-09,2.97544248e-05,297.676941,288.800079,0.384994775,290.08139
2025-01-01,0.0,7.47376827e-09,1.52454064e-07,298.836029,288.840912,0.38044998,290.067841
2025-01-02,0.0,7.98266964e-09,1.161822e-07,298.89212,289.032074,0.377250642,290.141876
2025-01-06,0.0,7.13399162e-09,3.87855942e-10,298.888458,290.022888,0.370157748,290.984924
2025-01-07,0.0,7.24043092e-09,1.87712999e-07,299.72998,290.393829,0.369091272,291.114624
2025-01-09,0.0,8.77826967e-09,0.0,299.810455,290.874451,0.367385149,291.383331
2025-01-10,0.6,9.50058077e-09,3.85423846e-07,300.868225,290.150116,0.366911501,291.391083
2025-01-11,0.6,7.5525568e-09,9.87541171e-06,299.29007,290.639648,0.366515279,291.153229
2025-01-12,0.0,6.59037935e-09,3.47567789e-06,299.925476,291.596893,0.365996271,291.485809
2025-01-17,0.0,7.44757012e-09,7.58643239e-07,300.221924,289.716797,0.363941759,291.764801
2025-01-21,0.0,8.18274337e-09,0.0,300.918335,291.125824,0.362951279,291.727844
2025-01-22,1.8,8.56473026e-09,1.12177531e-06,296.561798,289.367554,0.363929302,291.50766
2025-01-23,2.5,7.18869275e-09,5.09457132e-05,298.900757,289.474274,0.364752501,291.553375
2025-01-24,1.6,7.3261206e-09,1.78284026e-05,298.988495,289.872345,0.364661068,291.17807
2025-01-25,0.2,8.83323015e-09,5.34301819e-07,301.207275,290.457123,0.364549488,291.73819
2025-01-29,0.0,1.15720011e-08,0.0,302.098846,291.215485,0.363407403,291.715698
2025-01-31,6.0,8.5790326e-09,3.82119906e-05,301.092834,289.351868,0.364208966,291.961395
2025-02-03,0.2,6.81561074e-09,0.0,296.787872,289.705933,0.363001138,290.933441
2025-02-04,0.0,8.97654129e-09,6.72808881e-07,301.937744,288.417145,0.369394809,291.706085
2025-02-05,51.5,5.97821126e-09,0.0003971275,297.784302,284.67099,0.379564047,290.688263
2025-02-06,39.8,6.86511648e-09,0.000112582093,293.931274,283.995422,0.3776443,288.783264
2025-02-07,3.4,5.91400751e-09,2.75626226e-05,290.919617,285.396149,0.374982208,287.370544
2025-02-09,2.6,8.72252404e-09,5.64639631e-05,299.970947,287.155457,0.374081701,290.505951
2025-02-10,9.7,7.81471687e-09,5.7221172e-05,298.861298,287.116852,0.373402745,290.491425
2025-02-11,4.8,8.05842504e-09,3.24834145e-05,300.053375,286.742462,0.374710768,290.479279
2025-02-12,9.3,6.75644962e-09,0.000174216912,297.475494,286.820374,0.377446622,289.69455
2025-02-13,16.5,6.97436109e-09,3.02119879e-05,293.4599,286.965851,0.374886394,288.678864
2025-02-16,1.1,8.98302321e-09,1.79447779e-05,300.6698,289.414307,0.370361716,291.104736
2025-02-19,2.3,7.18535853e-09,6.8179339e-05,299.305511,287.602203,0.374866933,292.010864
2025-02-20,13.8,9.64241842e-09,0.000163806937,300.103882,284.689728,0.374813229,291.89975
2025-02-21,1.5,9.66963221e-09,3.25134388e-05,298.802551,282.665894,0.373626918,290.439667
2025-02-22,4.2,7.40918971e-09,5.19771856e-05,294.731903,280.707855,0.373480648,287.922272
2025-02-23,0.5,7.48617879e-09,1.71991414e-05,294.10556,281.173248,0.37244001,286.523315
2025-02-24,0.3,7.51336326e-09,1.73561293e-05,294.461182,282.502472,0.370879322,286.078033
2025-02-25,0.0,9.14170872e-09,0.0,298.393677,285.066071,0.369567364,287.142151
2025-02-28,0.0,1.02855138e-08,0.0,302.579407,288.234833,0.367039412,290.84787
2025-03-01,4.1,9.62467617e-09,8.03881721e-06,302.533295,289.024384,0.366478115,291.830902
2025-03-03,0.0,8.91416452e-09,0.0,299.258972,290.619537,0.365342587,292.155579
2025-03-05,6.4,1.05211733e-08,2.63313759e-05,302.49823,289.950104,0.365448266,293.874298
2025-03-06,0.3,1.2550835e-08,0.0,305.829865,290.394867,0.364949316,294.438324
2025-03-07,1.9,1.05664952e-08,7.0124436e-08,304.069489,290.749847,0.364515185,294.090546
2025-03-12,0.0,1.18513261e-08,9.60439728e-10,308.043335,294.889648,0.362972945,296.334534
